.feature,albut,gene_id,gene_name,entrezid,gene_biotype,gene_seq_start,gene_seq_end,seq_name,seq_strand,seq_coord_system,symbol,GRangesList,.abundant,logFC,logCPM,F,PValue,FDR
ENSG00000115252,untrt,ENSG00000115252,PDE1A,NA,protein_coding,183004763,183387919,2,-1,NA,PDE1A,,TRUE,0.5135230918999066,4.183737609244552,24.056527471612412,0.001102898772804901,0.007458499301779555
ENSG00000115255,untrt,ENSG00000115255,REEP6,NA,protein_coding,1491165,1497926,19,1,NA,REEP6,,TRUE,0.4397826767767385,1.4991100484252344,8.240789746658622,0.020273332730696536,0.06070184190055894
ENSG00000115257,untrt,ENSG00000115257,PCSK4,NA,protein_coding,1481427,1490751,19,-1,NA,PCSK4,,TRUE,-0.2321764340046652,1.398661251934587,0.9965136783680683,0.3466866463408406,0.48763794885244993
ENSG00000115266,untrt,ENSG00000115266,APC2,NA,protein_coding,1446300,1473243,19,1,NA,APC2,,TRUE,0.07778198029897603,2.2027078611536495,0.3588713543624737,0.5653053102018817,0.6894136128551319
ENSG00000115267,untrt,ENSG00000115267,IFIH1,NA,protein_coding,163123589,163175213,2,-1,NA,IFIH1,,TRUE,-0.4486902218941265,3.1431662829774187,15.235063257541677,0.004307741035886766,0.019815862013253444
ENSG00000115268,untrt,ENSG00000115268,RPS15,NA,protein_coding,1438358,1440583,19,1,NA,RPS15,,TRUE,-0.04770281061243842,7.763433264251899,0.3912130729631024,0.5486620254964139,0.6756212662206424
ENSG00000115271,untrt,ENSG00000115271,GCA,NA,protein_coding,163175350,163228105,2,1,NA,GCA,,TRUE,0.5444264830600215,2.4766645672614604,15.811472151066301,0.0038804875051190557,0.018404003575499133
ENSG00000115274,untrt,ENSG00000115274,INO80B,NA,protein_coding,74682150,74688011,2,1,NA,INO80B,,TRUE,-0.14718301527923955,3.833317379214697,2.060233450287342,0.1881921959756448,0.3152239075629069
ENSG00000115275,untrt,ENSG00000115275,MOGS,NA,protein_coding,74688184,74692537,2,-1,NA,MOGS,,TRUE,0.253095119455037,5.275228052614114,12.58983450751347,0.007228356412097173,0.02902642567298527
ENSG00000115282,untrt,ENSG00000115282,TTC31,NA,protein_coding,74710200,74722013,2,1,NA,TTC31,,TRUE,-0.11923911524737828,4.095516747745332,2.3865607561408093,0.16002867091864095,0.27966823362781473
ENSG00000115286,untrt,ENSG00000115286,NDUFS7,NA,protein_coding,1383526,1395583,19,1,NA,NDUFS7,,TRUE,-0.17987084937767162,3.821557699384269,3.1149236176274955,0.11464277739554467,0.219394481230647
ENSG00000115289,untrt,ENSG00000115289,PCGF1,NA,protein_coding,74732170,74735707,2,-1,NA,PCGF1,,TRUE,-0.22643389503913558,3.1933020142372306,3.119128192757903,0.11443375258386124,0.21912612043411978
ENSG00000115290,untrt,ENSG00000115290,GRB14,NA,protein_coding,165349322,165478358,2,-1,NA,GRB14,,TRUE,0.5917399038937718,1.1033819346713947,7.162435893153965,0.027473434699864595,0.07625338463402641
ENSG00000115295,untrt,ENSG00000115295,CLIP4,NA,protein_coding,29320571,29412509,2,1,NA,CLIP4,,TRUE,0.38530465607647324,6.405319079945135,14.220925557146467,0.0052124045047195824,0.022742662883063987
ENSG00000115306,untrt,ENSG00000115306,SPTBN1,NA,protein_coding,54683422,54896812,2,1,NA,SPTBN1,,TRUE,0.14658885633117774,9.124529114808407,3.631324156127095,0.09224764961218675,0.18760516763168003
ENSG00000115307,untrt,ENSG00000115307,AUP1,NA,protein_coding,74753772,74757066,2,-1,NA,AUP1,,TRUE,0.3704337771371712,5.829271904121078,22.160506526815507,0.0014256644215269669,0.00896373137672265
ENSG00000115310,untrt,ENSG00000115310,RTN4,NA,protein_coding,55199325,55339757,2,-1,NA,RTN4,,TRUE,0.13794077452000963,9.5662630347457,3.8597235969495154,0.08415030852908348,0.17502648734937748
ENSG00000115317,untrt,ENSG00000115317,HTRA2,NA,protein_coding,74756504,74760472,2,1,NA,HTRA2,,TRUE,0.0340877046151448,3.338887857832139,0.11896247217817989,0.7388384622849609,0.8252729239970744
ENSG00000115318,untrt,ENSG00000115318,LOXL3,NA,protein_coding,74759541,74782817,2,-1,NA,LOXL3,,TRUE,-0.1394841616133039,4.450098430608185,1.494076430313412,0.2555372221220829,0.3930332725962452
ENSG00000115325,untrt,ENSG00000115325,DOK1,NA,protein_coding,74776153,74784681,2,1,NA,DOK1,,TRUE,0.1353622917530479,3.994281834666318,2.5286967360444277,0.14951756148009904,0.26605773007062095
ENSG00000115339,untrt,ENSG00000115339,GALNT3,NA,protein_coding,166604101,166651192,2,-1,NA,GALNT3,,TRUE,0.3537306489571585,0.24204861323244165,1.9113270789653316,0.20329533722099286,0.3332314424727179
ENSG00000115350,untrt,ENSG00000115350,POLE4,NA,protein_coding,75185619,75197255,2,1,NA,POLE4,,TRUE,0.09877915546492817,3.5856337957274933,1.0222153541026295,0.3408801313825428,0.4815804996361552
ENSG00000115355,untrt,ENSG00000115355,CCDC88A,NA,protein_coding,55514978,55647057,2,-1,NA,CCDC88A,,TRUE,-0.22562549171025406,5.819769999283991,5.787698884294745,0.04205329188530696,0.10420736371019117
ENSG00000115361,untrt,ENSG00000115361,ACADL,NA,protein_coding,211052663,211090215,2,-1,NA,ACADL,,TRUE,0.5992989071847157,-0.40635627741030106,3.902044655092529,0.08283365539849281,0.17296562159124118
ENSG00000115363,untrt,ENSG00000115363,EVA1A,NA,protein_coding,75696428,75796848,2,-1,NA,EVA1A,,TRUE,-0.2331220572240549,2.000118509040209,1.759868887791386,0.2203784754744057,0.3531288460011455
ENSG00000115364,untrt,ENSG00000115364,MRPL19,NA,protein_coding,75873909,75917977,2,1,NA,MRPL19,,TRUE,-0.018717053121738898,4.455154880156884,0.053498288743716496,0.8227485522540938,0.8830767922360626
ENSG00000115365,untrt,ENSG00000115365,LANCL1,NA,protein_coding,211295973,211342376,2,-1,NA,LANCL1,,TRUE,0.047411838334568496,6.141711062845961,0.26166205671215137,0.6224609479794216,0.7369147126272919
ENSG00000115368,untrt,ENSG00000115368,WDR75,NA,protein_coding,190306159,190340291,2,1,NA,WDR75,,TRUE,0.09438030073127995,4.859909494980514,1.490898234610533,0.25600373644893337,0.39358195836332777
ENSG00000115380,untrt,ENSG00000115380,EFEMP1,NA,protein_coding,56093102,56151274,2,-1,NA,EFEMP1,,TRUE,0.06403006051031576,10.029366081202296,0.6238291719394042,0.45184987172687185,0.5899943475544938
ENSG00000115392,untrt,ENSG00000115392,FANCL,NA,protein_coding,58386378,58468507,2,-1,NA,FANCL,,TRUE,-0.1965217160049489,2.4933850709337526,2.6707272712050054,0.1399099573930745,0.2537531011777821
ENSG00000115414,untrt,ENSG00000115414,FN1,NA,protein_coding,216225163,216300895,2,-1,NA,FN1,,TRUE,0.06439520070357274,13.89662265987714,0.3326277385948095,0.5795921512283344,0.7012523437257809
ENSG00000115415,untrt,ENSG00000115415,STAT1,NA,protein_coding,191829084,191885686,2,-1,NA,STAT1,,TRUE,0.32170052544079,8.453213179351007,14.44268416652189,0.0049956799856348015,0.022033010094494557
ENSG00000115419,untrt,ENSG00000115419,GLS,NA,protein_coding,191745553,191830278,2,1,NA,GLS,,TRUE,1.1845128254113004,7.497204010487418,100.05188524768818,7.068344026573104e-6,2.56336072596874e-4
ENSG00000115421,untrt,ENSG00000115421,PAPOLG,NA,protein_coding,60983365,61029220,2,1,NA,PAPOLG,,TRUE,0.1576297754793885,4.084891819686697,3.905028662374303,0.0826543350473782,0.17270440041518564
ENSG00000115425,untrt,ENSG00000115425,PECR,NA,protein_coding,216861052,216947678,2,-1,NA,PECR,,TRUE,-0.34859378833757193,2.396181882770355,6.346069076093736,0.03517004361661239,0.09134346292207582
ENSG00000115446,untrt,ENSG00000115446,UNC50,NA,protein_coding,99225042,99234978,2,1,NA,UNC50,,TRUE,0.15267587946878952,4.894768306669405,4.558925594387359,0.06442098733245595,0.14375348805614313
ENSG00000115457,untrt,ENSG00000115457,IGFBP2,NA,protein_coding,217497551,217529159,2,1,NA,IGFBP2,,TRUE,2.197318483487952,6.486373769949061,141.70262833462928,1.8429938250968393e-6,1.0870933206848987e-4
ENSG00000115459,untrt,ENSG00000115459,ELMOD3,NA,protein_coding,85581517,85618875,2,1,NA,ELMOD3,,TRUE,-0.16791315694937167,4.132516888581432,3.278082786326454,0.10687030457081832,0.2086827452911786
ENSG00000115461,untrt,ENSG00000115461,IGFBP5,NA,protein_coding,217536828,217560248,2,-1,NA,IGFBP5,,TRUE,-0.15142083113594654,12.915586995545945,1.27045546663258,0.2915656298269045,0.43219231390760243
ENSG00000115464,untrt,ENSG00000115464,USP34,NA,protein_coding,61414598,61697904,2,-1,NA,USP34,,TRUE,-0.0514334373844082,7.094089300166018,0.5829013241718572,0.4665628669645885,0.6044833438813083
ENSG00000115484,untrt,ENSG00000115484,CCT4,NA,protein_coding,62095224,62115939,2,-1,NA,CCT4,,TRUE,-0.06700705516333111,6.294583969720103,1.1086166470903485,0.3224028216081866,0.46336858920061186
ENSG00000115486,untrt,ENSG00000115486,GGCX,NA,protein_coding,85771846,85788670,2,-1,NA,GGCX,,TRUE,-0.2188503256015701,5.621186385107822,4.211255495613412,0.07338865881469447,0.15807246149348447
ENSG00000115504,untrt,ENSG00000115504,EHBP1,NA,protein_coding,62900986,63273622,2,1,NA,EHBP1,,TRUE,-0.25333607925391927,7.543078343823953,15.14260660192424,0.004381540976131461,0.020057608964032667
ENSG00000115514,untrt,ENSG00000115514,TXNDC9,NA,protein_coding,99935445,99957165,2,-1,NA,TXNDC9,,TRUE,0.2595313641619314,4.083972199050394,10.860590747885459,0.010554669327170368,0.038021638476479366
ENSG00000115520,untrt,ENSG00000115520,COQ10B,NA,protein_coding,198318147,198340032,2,1,NA,COQ10B,,TRUE,0.06444353830425864,4.542407778389431,0.8113820835687008,0.39338490705139084,0.5345604120904822
ENSG00000115524,untrt,ENSG00000115524,SF3B1,NA,protein_coding,198254508,198299815,2,-1,NA,SF3B1,,TRUE,-0.1435569575274859,8.491954099127009,4.340152394703637,0.06988801596107767,0.15233530806307446
ENSG00000115525,untrt,ENSG00000115525,ST3GAL5,NA,protein_coding,86066267,86116137,2,-1,NA,ST3GAL5,,TRUE,-0.17053990724131687,4.108384599659712,2.218846820983458,0.17373759693500482,0.29692344143675076
ENSG00000115526,untrt,ENSG00000115526,CHST10,NA,protein_coding,101008327,101034118,2,-1,NA,CHST10,,TRUE,-0.09296021784206736,2.936663562217519,0.7835476139607197,0.40125686019611884,0.5416525475066443
ENSG00000115539,untrt,ENSG00000115539,PDCL3,NA,protein_coding,101179152,101193197,2,1,NA,PDCL3,,TRUE,0.39273408588481307,2.5587919725322377,12.365189601517278,0.007577934027936196,0.030028907023864605
ENSG00000115540,untrt,ENSG00000115540,MOB4,NA,protein_coding,198380295,198418423,2,1,NA,MOB4,,TRUE,0.1355119446400092,3.7956875337668916,1.5054940214881118,0.25387122103157833,0.3912097790177955
ENSG00000115541,untrt,ENSG00000115541,HSPE1,NA,protein_coding,198364718,198368181,2,1,NA,HSPE1,,TRUE,0.168228914284734,2.4219237357053442,1.1181634516500722,0.3204540949019462,0.46148403249917674
ENSG00000115548,untrt,ENSG00000115548,KDM3A,NA,protein_coding,86667770,86719839,2,1,NA,KDM3A,,TRUE,0.306706246188827,5.937831567303476,15.898074637301791,0.0038207617030234626,0.018178222660237674
ENSG00000115556,untrt,ENSG00000115556,PLCD4,NA,protein_coding,219472488,219501907,2,1,NA,PLCD4,,TRUE,-0.40033178512496387,2.6506490319886424,10.821180502964802,0.01065104117753337,0.03829085367796759
ENSG00000115561,untrt,ENSG00000115561,CHMP3,NA,protein_coding,86730554,86948245,2,-1,NA,CHMP3,,TRUE,-0.08401932430436297,6.309068804463759,1.1505462500735713,0.31396954205690114,0.4551266792164554
ENSG00000115568,untrt,ENSG00000115568,ZNF142,NA,protein_coding,219502639,219524378,2,-1,NA,ZNF142,,TRUE,-0.06635599972277859,4.421496409999939,0.48192689825126916,0.5067291133952252,0.6389261088437609
ENSG00000115594,untrt,ENSG00000115594,IL1R1,NA,protein_coding,102681004,102796334,2,1,NA,IL1R1,,TRUE,0.24731543129393346,9.08065134956532,3.940234508330734,0.08151531819374752,0.1712030099476721
ENSG00000115598,untrt,ENSG00000115598,IL1RL2,NA,protein_coding,102803433,102856462,2,1,NA,IL1RL2,,TRUE,-0.20727844603449355,0.3979666460282703,0.8519833424821697,0.3823464984189475,0.5237844827998467
ENSG00000115604,untrt,ENSG00000115604,IL18R1,NA,protein_coding,102927989,103015218,2,1,NA,IL18R1,,TRUE,-0.14691006404070817,0.644734632453355,0.5607366468121224,0.4748965128301009,0.6119379514475641
ENSG00000115641,untrt,ENSG00000115641,FHL2,NA,protein_coding,105974169,106054970,2,-1,NA,FHL2,,TRUE,0.27768408601710187,7.720184809834563,10.583436728669849,0.011254075863851026,0.03990035890643175
ENSG00000115648,untrt,ENSG00000115648,MLPH,NA,protein_coding,238394071,238463961,2,1,NA,MLPH,,TRUE,-0.917507197100612,1.7050016543450135,27.778726680052003,6.961426810510601e-4,0.005345597077347726
ENSG00000115649,untrt,ENSG00000115649,CNPPD1,NA,protein_coding,220036619,220042828,2,-1,NA,CNPPD1,,TRUE,0.29159038032691015,5.375678359946839,14.63433559164897,0.004817376542180878,0.02146057029671963
ENSG00000115652,untrt,ENSG00000115652,UXS1,NA,protein_coding,106709759,106810795,2,-1,NA,UXS1,,TRUE,0.2598418806143514,4.994743883189022,7.010513805213316,0.0287279218976162,0.07882854654401027
ENSG00000115657,untrt,ENSG00000115657,ABCB6,NA,protein_coding,220074490,220083712,2,-1,NA,ABCB6,,TRUE,0.20219479896348377,0.2934803845428052,1.0656339274074744,0.3314143375144571,0.47263588231836867
ENSG00000115661,untrt,ENSG00000115661,STK16,NA,protein_coding,220110177,220115059,2,1,NA,STK16,,TRUE,0.058932736333001584,4.527772230035117,0.5765168148814754,0.4689330196175382,0.6071235891739625
ENSG00000115677,untrt,ENSG00000115677,HDLBP,NA,protein_coding,242166679,242256476,2,-1,NA,HDLBP,,TRUE,-0.1168419457139655,9.991188830471273,2.5487338288896813,0.14811012590776862,0.2640620329133083
ENSG00000115685,untrt,ENSG00000115685,PPP1R7,NA,protein_coding,242088991,242123067,2,1,NA,PPP1R7,,TRUE,-0.15086223033924814,5.363907544388851,5.7065030160160966,0.04319196268916367,0.10641633629140171
ENSG00000115687,untrt,ENSG00000115687,PASK,NA,protein_coding,242045514,242089679,2,-1,NA,PASK,,TRUE,0.09457008681478447,1.5945765786480741,0.29808294491400605,0.5996152234609036,0.7181674098547305
ENSG00000115694,untrt,ENSG00000115694,STK25,NA,protein_coding,242432089,242449145,2,-1,NA,STK25,,TRUE,0.09017133024474433,6.14152744098108,1.5797675994959468,0.24339641283148641,0.3792145637599543
ENSG00000115738,untrt,ENSG00000115738,ID2,NA,protein_coding,8818975,8824583,2,1,NA,ID2,,TRUE,0.24999284559632465,6.059285357971248,6.31066118753552,0.0355615029180151,0.09208983666216398
ENSG00000115750,untrt,ENSG00000115750,TAF1B,NA,protein_coding,9983483,10074545,2,1,NA,TAF1B,,TRUE,-0.021671370260623136,3.982473627568262,0.08228646508383482,0.7813340217943164,0.8559391437180028
ENSG00000115756,untrt,ENSG00000115756,HPCAL1,NA,protein_coding,10443015,10567743,2,1,NA,HPCAL1,,TRUE,0.07700519739583607,3.765790875179229,0.9254211051132778,0.36354792145349263,0.5045329627077596
ENSG00000115758,untrt,ENSG00000115758,ODC1,NA,protein_coding,10580094,10588630,2,-1,NA,ODC1,,TRUE,0.1381223693606358,4.377105390722023,1.8038821097697237,0.21521229328846947,0.34736708046135245
ENSG00000115760,untrt,ENSG00000115760,BIRC6,NA,protein_coding,32582096,32843966,2,1,NA,BIRC6,,TRUE,0.25303351904214716,7.190215848969064,11.932121420118854,0.008312793865192616,0.03206267212458179
ENSG00000115761,untrt,ENSG00000115761,NOL10,NA,protein_coding,10710892,10830101,2,-1,NA,NOL10,,TRUE,0.060352070861627305,4.155226656320005,0.5714925327994066,0.4708130874837826,0.6086348629189403
ENSG00000115762,untrt,ENSG00000115762,PLEKHB2,NA,protein_coding,131862420,132111282,2,1,NA,PLEKHB2,,TRUE,0.07878495386446102,6.0394483159581585,1.5033251008507482,0.2541863715657607,0.39150601098223453
ENSG00000115806,untrt,ENSG00000115806,GORASP2,NA,protein_coding,171784974,171823639,2,1,NA,GORASP2,,TRUE,-0.1714467198885811,6.5782162878310535,6.355497592553742,0.03506586896022295,0.09115296202475516
ENSG00000115808,untrt,ENSG00000115808,STRN,NA,protein_coding,37070783,37193615,2,-1,NA,STRN,,TRUE,0.050978329732239806,5.254034324221602,0.5653835569438936,0.4731168413903529,0.6105054947320337
ENSG00000115816,untrt,ENSG00000115816,CEBPZ,NA,protein_coding,37428755,37458856,2,-1,NA,CEBPZ,,TRUE,0.10000978127431144,4.602643910320267,1.7702487694504587,0.21914376770492278,0.35186984819554706
ENSG00000115825,untrt,ENSG00000115825,PRKD3,NA,protein_coding,37477645,37551951,2,-1,NA,PRKD3,,TRUE,-0.08315115505428866,6.342075751518317,0.7617478925480717,0.40759960588193567,0.5476139990159734
ENSG00000115827,untrt,ENSG00000115827,DCAF17,NA,protein_coding,172290727,172341562,2,1,NA,DCAF17,,TRUE,-0.06555851289442456,4.278322895269513,0.3907874792296767,0.5488746409377016,0.6756881449774936
ENSG00000115828,untrt,ENSG00000115828,QPCT,NA,protein_coding,37571717,37600465,2,1,NA,QPCT,,TRUE,1.1380732946003254,4.009876505067966,20.414998628519125,0.0018334963940454271,0.010668711571635906
ENSG00000115839,untrt,ENSG00000115839,RAB3GAP1,NA,protein_coding,135809835,135933964,2,1,NA,RAB3GAP1,,TRUE,-0.054308169253543495,6.901857459139537,0.7921834344788682,0.398787500751546,0.5392395488621865
ENSG00000115840,untrt,ENSG00000115840,SLC25A12,NA,protein_coding,172640880,172864766,2,-1,NA,SLC25A12,,TRUE,0.46475258286037663,4.477563422735967,13.739318879699463,0.005725021426106459,0.024424508768328818
ENSG00000115841,untrt,ENSG00000115841,RMDN2,NA,protein_coding,38150330,38294285,2,1,NA,RMDN2,,TRUE,0.7601832877897751,3.0939831548700254,44.43129141963431,1.4110750105737413e-4,0.0017286754321844157
ENSG00000115866,untrt,ENSG00000115866,DARS,NA,protein_coding,136664247,136743670,2,-1,NA,DARS1,,TRUE,0.06390393809616246,6.126625108427824,0.34870047465375154,0.570754025048936,0.6935730998751382
ENSG00000115875,untrt,ENSG00000115875,SRSF7,NA,protein_coding,38970741,38978636,2,-1,NA,SRSF7,,TRUE,-0.06519376484538439,5.242671247233108,0.5657390152134883,0.47298224946015777,0.6103812742000221
ENSG00000115884,untrt,ENSG00000115884,SDC1,NA,protein_coding,20400558,20425194,2,-1,NA,SDC1,,TRUE,-0.8573606370874741,4.28369692313527,139.03903864351403,1.9844960263936484e-6,1.1451117288530887e-4
ENSG00000115896,untrt,ENSG00000115896,PLCL1,NA,protein_coding,198669426,199437305,2,1,NA,PLCL1,,TRUE,0.32687115280608336,4.237950873123304,2.8999373804335753,0.12604992426293418,0.23496964463833384
ENSG00000115902,untrt,ENSG00000115902,SLC1A4,NA,protein_coding,65215611,65250999,2,1,NA,SLC1A4,,TRUE,-0.2020995608946233,2.9169828021053554,1.7860456418172133,0.2172855979182559,0.34989792036866973
ENSG00000115904,untrt,ENSG00000115904,SOS1,NA,protein_coding,39208537,39351486,2,-1,NA,SOS1,,TRUE,0.11717972393922896,7.2422846100568,0.6827744616562013,0.4320050575167055,0.571627828681543
ENSG00000115935,untrt,ENSG00000115935,WIPF1,NA,protein_coding,175424300,175547644,2,-1,NA,WIPF1,,TRUE,0.1878560422288688,6.102861907540801,6.004219956706884,0.039197356827139145,0.09897845327874077
ENSG00000115942,untrt,ENSG00000115942,ORC2,NA,protein_coding,201773696,201828403,2,-1,NA,ORC2,,TRUE,-0.022258971796528085,3.761992346591822,0.07236631990315603,0.7945637281460233,0.8642566604878927
ENSG00000115944,untrt,ENSG00000115944,COX7A2L,NA,protein_coding,42560686,42652228,2,-1,NA,COX7A2L,,TRUE,-0.053445467963813276,6.108086431380945,0.7205818613315496,0.4200304304344846,0.5599233811918977
ENSG00000115946,untrt,ENSG00000115946,PNO1,NA,protein_coding,68384976,68403370,2,1,NA,PNO1,,TRUE,0.6979513892014427,3.041150887235289,34.76944605440699,3.296370756555898e-4,0.0031395654709362474
ENSG00000115947,untrt,ENSG00000115947,ORC4,NA,protein_coding,148687968,148779147,2,-1,NA,ORC4,,TRUE,0.007237102996397775,3.972489235071836,0.007111872532569858,0.9348141487090409,0.9590215235983114
ENSG00000115963,untrt,ENSG00000115963,RND3,NA,protein_coding,151324709,151395525,2,-1,NA,RND3,,TRUE,-0.7681499303710217,9.678650016413611,40.486044022987556,1.9538256511662195e-4,0.0021840615567640742
ENSG00000115966,untrt,ENSG00000115966,ATF2,NA,protein_coding,175936978,176033110,2,-1,NA,ATF2,,TRUE,0.01160166476365389,5.428906819462267,0.02503627799719947,0.8781021854819349,0.9213367528067559
ENSG00000115970,untrt,ENSG00000115970,THADA,NA,protein_coding,43393800,43823185,2,-1,NA,THADA,,TRUE,0.016907916844607206,4.926339471995625,0.056675470643027186,0.8176681444729363,0.879342485574717
ENSG00000115977,untrt,ENSG00000115977,AAK1,NA,protein_coding,69688532,69901481,2,-1,NA,AAK1,,TRUE,-0.18841671830505977,3.8190787523885654,2.21969264275429,0.1736646598232525,0.29688529114911116
ENSG00000115993,untrt,ENSG00000115993,TRAK2,NA,protein_coding,202241930,202316302,2,-1,NA,TRAK2,,TRUE,0.9032172097770607,7.851193554350151,80.92418012247842,1.5803198569781296e-5,4.059382910037692e-4
ENSG00000115998,untrt,ENSG00000115998,C2orf42,NA,protein_coding,70377012,70475747,2,-1,NA,C2orf42,,TRUE,-0.39175378212662754,3.142709641775402,19.87290352231855,0.001989038898475904,0.011342851177787019
ENSG00000116001,untrt,ENSG00000116001,TIA1,NA,protein_coding,70436576,70475792,2,-1,NA,TIA1,,TRUE,-0.5138031743212774,5.970415262609619,65.88102306149857,3.401379542838468e-5,6.425903985675615e-4
ENSG00000116005,untrt,ENSG00000116005,PCYOX1,NA,protein_coding,70484518,70508323,2,1,NA,PCYOX1,,TRUE,0.4267447480564129,8.63436698287131,28.91442737829382,6.100071289051841e-4,0.00484537333413664
ENSG00000116016,untrt,ENSG00000116016,EPAS1,NA,protein_coding,46520806,46613836,2,1,NA,EPAS1,,TRUE,-0.6667891883726732,10.014398829271151,46.318971587071324,1.2180511009699501e-4,0.0015745683306856678
ENSG00000116017,untrt,ENSG00000116017,ARID3A,NA,protein_coding,925781,975939,19,1,NA,ARID3A,,TRUE,0.4005323916640213,4.345920846970858,22.0042297519179,0.0014572338918877796,0.009072676685772002
ENSG00000116030,untrt,ENSG00000116030,SUMO1,NA,protein_coding,203070903,203103331,2,-1,NA,SUMO1,,TRUE,-0.06138628797815712,6.181664829899629,0.6936573730662162,0.42850077481447957,0.5681742288941163
ENSG00000116032,untrt,ENSG00000116032,GRIN3B,NA,protein_coding,1000418,1009731,19,1,NA,GRIN3B,,TRUE,-0.1742776064761061,1.4233870928238175,1.2404912958329144,0.2969425610570506,0.4375713877930008
ENSG00000116035,untrt,ENSG00000116035,VAX2,NA,protein_coding,71127720,71160576,2,1,NA,VAX2,,TRUE,0.5999597682407146,-0.4653938047474903,4.612436735809711,0.06321922706925812,0.1416411914097478
ENSG00000116039,untrt,ENSG00000116039,ATP6V1B1,NA,protein_coding,71163012,71192536,2,1,NA,ATP6V1B1,,TRUE,0.6768541135742647,-0.1544831717141433,5.453414159504953,0.04702823324981375,0.113825477619534
ENSG00000116044,untrt,ENSG00000116044,NFE2L2,NA,protein_coding,178092323,178257425,2,-1,NA,NFE2L2,,TRUE,0.132238764646744,8.207078672233386,1.3992507012693798,0.26999232626011516,0.408979995565555
ENSG00000116062,untrt,ENSG00000116062,MSH6,NA,protein_coding,47922669,48037240,2,1,NA,MSH6,,TRUE,0.07054851680649112,5.569845179249696,1.2082611685167401,0.30288330238038697,0.4439556047657899
ENSG00000116095,untrt,ENSG00000116095,PLEKHA3,NA,protein_coding,179345195,179381189,2,1,NA,PLEKHA3,,TRUE,0.3714195539443131,4.235505966103561,14.979654256781568,0.004515708856944514,0.02050702688511724
ENSG00000116096,untrt,ENSG00000116096,SPR,NA,protein_coding,73114489,73119287,2,1,NA,SPR,,TRUE,0.25745995543137074,3.9442465905761077,11.410861523459287,0.009320022356813463,0.034704390005754315
ENSG00000116106,untrt,ENSG00000116106,EPHA4,NA,protein_coding,222282747,222438922,2,-1,NA,EPHA4,,TRUE,1.1491767513050237,3.7740373424197218,18.830038548351013,0.002337319380611723,0.012809411030840436
ENSG00000116117,untrt,ENSG00000116117,PARD3B,NA,protein_coding,205410516,206484886,2,1,NA,PARD3B,,TRUE,0.48028318730433567,6.715849357275183,17.826498056287708,0.002747168446645473,0.014316559123454123
ENSG00000116120,untrt,ENSG00000116120,FARSB,NA,protein_coding,223435255,223521056,2,-1,NA,FARSB,,TRUE,0.0337867641022499,4.364667067217633,0.13832320747073534,0.7193766582630609,0.8112726709741898
ENSG00000116127,untrt,ENSG00000116127,ALMS1,NA,protein_coding,73612886,73837920,2,1,NA,ALMS1,,TRUE,-0.4288269757444313,4.120865317978107,18.135131325785782,0.002612197180766013,0.01383960489051215
ENSG00000116128,untrt,ENSG00000116128,BCL9,NA,protein_coding,147013182,147098017,1,1,NA,BCL9,,TRUE,-0.556153329420567,4.489751847750115,60.54913907591745,4.638566287023331e-5,7.958771597369338e-4
ENSG00000116132,untrt,ENSG00000116132,PRRX1,NA,protein_coding,170631869,170708560,1,1,NA,PRRX1,,TRUE,-0.7793633699993306,8.02782955462574,122.71969715042243,3.2224348948926495e-6,1.5598935603665755e-4
ENSG00000116133,untrt,ENSG00000116133,DHCR24,NA,protein_coding,55315306,55352891,1,-1,NA,DHCR24,,TRUE,0.912055684159859,7.819168702892628,51.47526940270306,8.357827417463962e-5,0.001207540009919587
ENSG00000116138,untrt,ENSG00000116138,DNAJC16,NA,protein_coding,15853308,15918874,1,1,NA,DNAJC16,,TRUE,0.1961547865220913,4.776283747734316,6.414722872476331,0.03442448739124513,0.0899351027219439
ENSG00000116141,untrt,ENSG00000116141,MARK1,NA,protein_coding,220701568,220837803,1,1,NA,MARK1,,TRUE,0.8709126772518304,1.3318864305970204,13.957387111105293,0.005499522232708797,0.023703759425742977
ENSG00000116151,untrt,ENSG00000116151,MORN1,NA,protein_coding,2252692,2323146,1,-1,NA,MORN1,,TRUE,-0.1057008001807455,0.9395643220553346,0.3659648437673565,0.561569807191407,0.6866984604829813
ENSG00000116157,untrt,ENSG00000116157,GPX7,NA,protein_coding,53068044,53074723,1,1,NA,GPX7,,TRUE,-0.2038167332104081,3.34236788245685,4.9480081639622195,0.05597852831380474,0.12952405083911875
ENSG00000116161,untrt,ENSG00000116161,CACYBP,NA,protein_coding,174968300,174980851,1,1,NA,CACYBP,,TRUE,-0.2715607776550085,5.065060209419656,12.959794566491567,0.0066957822877314705,0.027473232656084173
ENSG00000116171,untrt,ENSG00000116171,SCP2,NA,protein_coding,53392901,53517375,1,1,NA,SCP2,,TRUE,-0.30940954719733527,7.145265872335453,19.33622595417067,0.0021594612118378395,0.012131068521950417
ENSG00000116183,untrt,ENSG00000116183,PAPPA2,NA,protein_coding,176432307,176814735,1,1,NA,PAPPA2,,TRUE,-0.27610024628662716,1.6707424454333364,1.7607323270880002,0.22028117991231758,0.35305334832252677
ENSG00000116191,untrt,ENSG00000116191,RALGPS2,NA,protein_coding,178694300,178889238,1,1,NA,RALGPS2,,TRUE,-0.3705989846613683,6.611451262902269,22.61039610033181,0.0013394299017518332,0.008563687024052316
